,grid_interaction,CP_grid_out,CP_grid_in,grid_pout,grid_pin,pv_pout,wind_pout,curtailment,CP_wind,CP_pv,CP_el,CP_bat,el_pin,el_pout,comp_pin,bat_pin,bat_pout,bat_e,h2_storage_pin,h2_storage_pout,H2CP_h2_storage,h2_storage_level,price,MEF_CO2,AEF_CO2,Load,Direct_pipeline_supply,Time
6853,1191.6409019222756,-1191.6409019222756,0.0,0.0,1191.6409019222756,-12192.050474807202,-5770.993765363804,-1.8189894035458565e-12,5770.993765363804,12192.050474807202,-16482.09525,0.0,16482.09525,-292.82910342639593,289.30808824873094,0.0,0.0,0.0,112.82910342639593,0.0,-112.82910342639593,1564.6544062890366,0.029940373333333336,-964.3186105540241,-757.5170756059041,180.0,180.0,2021-10-13 13:00:00
6854,3141.5543341518805,-3141.5543341518805,0.0,0.0,3141.5543341518805,-13080.311279210602,-6832.646393190009,-1.8189894035458565e-12,6832.646393190009,13080.311279210602,-16482.09525,0.0,16482.09525,-292.82910342639593,289.30808824873094,0.0,0.0,0.0,112.82910342639593,0.0,-112.82910342639593,1677.4835097154325,0.02208420083333333,-1624.0401683293205,-1973.8412678934737,180.0,180.0,2021-10-13 14:00:00
6855,2138.2149908053707,-2138.2149908053707,0.0,0.0,2138.2149908053707,-13025.1351379694,-5884.4831910847015,-2.7284841053187847e-12,5884.4831910847015,13025.1351379694,-16482.09525,0.0,16482.09525,-292.82910342639593,289.30808824873094,0.0,0.0,0.0,112.82910342639593,0.0,-112.82910342639593,1790.3126131418285,0.04351337166666667,-936.5321338900789,-1354.2129191720865,180.0,180.0,2021-10-13 15:00:00
6856,0.0,0.0,0.0,0.0,0.0,-9870.711389731003,-5004.849706721499,0.0,5004.849706721499,9870.711389731003,-14627.118982820815,0.0,14627.118982820815,-259.87267228361856,248.442113631687,0.0,0.0,0.0,79.87267228361857,0.0,-79.87267228361857,1870.185285425447,0.04928236416666667,0.0,0.0,180.0,180.0,2021-10-13 16:00:00
6857,6109.91211056097,-6109.91211056097,0.0,0.0,6109.91211056097,-2561.3740668704,-3548.5380436905707,0.0,3548.5380436905707,2561.3740668704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-180.0,0.0,1690.185285425447,0.11458496666666668,-159.77584248029427,-4280.010761158705,180.0,0.0,2021-10-13 17:00:00
6858,6545.164041456367,-6545.164041456367,0.0,0.0,6545.164041456367,-0.0,-6545.164041456367,0.0,6545.164041456367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-180.0,0.0,1510.185285425447,0.075576645,-2985.9013894573345,-4612.19814213908,180.0,0.0,2021-10-13 18:00:00
6859,8259.693107533214,-8259.693107533214,0.0,0.0,8259.693107533214,-0.0,-8259.693107533214,0.0,8259.693107533214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-180.0,0.0,1330.185285425447,0.07198017666666666,-6084.248474740318,-5864.752710518624,180.0,0.0,2021-10-13 19:00:00
6860,5460.058112953698,-5460.058112953698,0.0,0.0,5460.058112953698,-0.0,-5460.058112953698,0.0,5460.058112953698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-180.0,0.0,1150.185285425447,0.0699082825,-4701.910408791738,-3936.690220375312,180.0,0.0,2021-10-13 20:00:00
6861,3716.457452049429,-3716.457452049429,0.0,0.0,3716.457452049429,-0.0,-3716.457452049429,0.0,3716.457452049429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-180.0,0.0,970.1852854254471,0.057863849999999994,-2894.1340113648935,-2684.2971965958955,180.0,0.0,2021-10-13 21:00:00
6862,4199.242880026726,-4199.242880026726,0.0,0.0,4199.242880026726,-0.0,-4199.242880026726,0.0,4199.242880026726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-180.0,0.0,790.1852854254471,0.20533405500000002,-2465.74951862752,-3085.7580156149365,180.0,0.0,2021-10-13 22:00:00
